compound	SMILES	length_smiles
CHEMBL1921976	CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)[C@]3(CCN4C3=CN=C4)O	50
CHEMBL2087361	C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4	50
CHEMBL53904	C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	50
CHEMBL1189513	C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]	50
CHEMBL1231506	CCCCCCCCCCCCCCNC(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C	50
CHEMBL1200781	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br	50
CHEMBL1491	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN	50
CHEMBL1908397	C1CN(CCN1)C(=O)C2=CC=C(C=C2)/C=C/C3=NNC4=CC=CC=C43	50
CHEMBL878	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl	50
CHEMBL3234237	C1CN(CCC1NC2=NN=C(C=C2)C(F)(F)F)CC3=CC(=C(C=C3)F)F	50
CHEMBL1324	CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]	50
CHEMBL578390	CCCCCCCCC/C(=C\C1=C(C(=O)C(=C(C1=O)OC)OC)C)/C(=O)O	50
CHEMBL3586573	CCN1C(=O)CNC2=NC=C(N=C21)C3=C(N=C(C=C3)C4=NC=NN4)C	50
CHEMBL459505	CCC(CC)C(C1=CC=C(C=C1)NC2=NC3=CC=CC=C3S2)N4C=NC=N4	50
CHEMBL28854	CN1CCN(CC1)C2=NC=C(C(=N2)N)C3=C(C(=CC(=C3)Cl)Cl)Cl	50
CHEMBL297302	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F	50
CHEMBL4073443	CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)N)CCCCC3	50
CHEMBL3544913	C1C[C@H](N[C@H]1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C(=O)N	50
CHEMBL3544911	COC1=C(C(=CC=C1)OCCCN)C2=CC(=NN2)NC3=NC=C(N=C3)C#N	50
CHEMBL1783256	CCCNC(=O)C1=NN=C2C(=C1N)C=CC=C2C3=C(C=CC(=C3)OC)OC	50
CHEMBL1267	CC(C1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)O	50
CHEMBL4297507	C[C@H]1CN([C@]12CCN(C2)C3=NC=NC4=C3C=CN4)C(=O)CC#N	50
CHEMBL191482	CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO	50
CHEMBL1584	CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO	50
CHEMBL2107024	C1CN(CCN1CCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4	50
CHEMBL7568	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC	50
CHEMBL5095218	C[C@H](C1=C(C=CC(=C1)Cl)CN2C3=C(C(=O)NC2=S)NC=C3)N	50
CHEMBL1072	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2	50
CHEMBL502	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC	51
CHEMBL104	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4	51
CHEMBL49	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4	51
CHEMBL99	C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	51
CHEMBL150764	CCCCC1=CC2=C(C3=C1NC(=CC3=O)C(=O)O)NC(=CC2=O)C(=O)O	51
CHEMBL1108	C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F	51
CHEMBL1544	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O	51
CHEMBL363884	CCCCCCCCCCCCC(CCCN(C)CCC1=CC=CC=C1)(C#N)C2=CC=CC=C2	51
CHEMBL84446	C1[C@H](OC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N	51
CHEMBL101253	C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4	51
CHEMBL1027	CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C	51
CHEMBL200102	CC(C)NCCCN1C2=NC=NC(=C2N=C1SC3=C(C=C4C(=C3)OCO4)I)N	51
CHEMBL8412	C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4	51
CHEMBL211471	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-]	51
CHEMBL221959	C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N	51
CHEMBL1626	C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C	51
CHEMBL416956	C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O	51
CHEMBL193240	C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F	51
CHEMBL1508	CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	51
CHEMBL190461	CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O	51
CHEMBL1215661	C1CN(CCN1CCC2=CC=C(C=C2)F)C(=O)C3=CC=CC4=C3NC=C4C#N	51
CHEMBL496	C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl	51
CHEMBL486193	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C	51
CHEMBL1076544	C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl	51
CHEMBL1555736	CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC	51
CHEMBL1709	CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl	51
CHEMBL75013	C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4	51
CHEMBL1672627	C1CC1C(=O)NC2=CN=C(C(=N2)C3=CN=CC=C3)C4=C(C=NC=C4)F	51
CHEMBL134561	COC1=C(C2=C(C=CC(O2)C3CC3)C(=C1)CC4=CN=C(N=C4N)N)OC	51
CHEMBL2151570	C1CN2CCC1[C@H](C2)OC3=NN=C(C=C3)C4=CC5=C(C=C4)NC=C5	51
CHEMBL1980391	CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC	51
CHEMBL2386889	CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@@H]4CCCNC4	51
CHEMBL1083390	C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4	51
CHEMBL3112866	C[C@H]1CC2=CC=CC=C2N1C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4	51
CHEMBL2105747	CC1(CCN(CC1)C(=O)NC2=NC3=C(C=CC(=C3S2)N4CCOCC4)OC)O	51
CHEMBL3659477	CCCOC1=CC=C(C=C1)[C@H]2CNC(=O)N2C3=CC4=C(C=C3)N=CN4	51
CHEMBL105442	C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl	51
CHEMBL3763743	C1=CC(=CC=C1C2=C(SC3=C2C=CC(=C3)O)OC4=CC=C(C=C4)O)F	51
CHEMBL3707347	CC(C)(C(=O)O)SC1=C(C=NC=C1)C2=CC=C(C3=CC=CC=C32)C#N	51
CHEMBL521589	CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O	51
CHEMBL1201863	CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	51
CHEMBL3989951	C1CC(CCC1[C@@H](C[C@H]2C3=C(C=CC=C3F)C4=CN=CN24)O)O	51
CHEMBL1200798	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl	51
CHEMBL224006	CC(C1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br)O	51
CHEMBL1257065	CC[N+](CC)(CC)CCOC1=CC=C(C=C1)/C=C/C2=CC=CC=C2.[I-]	51
CHEMBL146624	CCC1=CN=C(C=C1)C(=O)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3	51
CHEMBL803	C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O	51
CHEMBL4296717	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO	51
CHEMBL332750	CCOC1=C(C=C(C=C1)C2=NC(=CS2)C3=NC(=CC=C3)C(=O)O)OCC	51
CHEMBL1773683	CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3	51
CHEMBL298406	CN1CCC2=CC(=C(C=C2[C@@H]3[C@@H]1CCC4=CC=CC=C34)O)Cl	51
CHEMBL4594446	C1N(C2=CC=CC=C2S1(=O)=O)C(=O)C3=CC(=C(C(=C3)Cl)O)Cl	51
CHEMBL312750	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC	51
CHEMBL1201772	CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4	51
CHEMBL231068	C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F	51
CHEMBL74355	COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O	52
CHEMBL433041	CCCCCCCNC(=O)OC1=CC2=C(C=C1)N([C@@H]3[C@]2(CCN3C)C)C	52
CHEMBL553	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC	52
CHEMBL998	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	52
CHEMBL96153	COC1=C(C=C(C=C1)C2CCN(CC2)CC[C@H]3CCOC4=CC=CC=C34)OC	52
CHEMBL652	C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F	52
CHEMBL672	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl	52
CHEMBL18797	CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O	52
CHEMBL371064	CCCN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3(CCCCC3)C(=O)NCC#N	52
CHEMBL1405	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	52
CHEMBL375611	C1[C@]([C@@H]2[C@H]([C@@H]2S1(=O)=O)C(=O)O)(C(=O)O)N	52
CHEMBL405821	C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)C(=O)N	52
CHEMBL1055	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O	52
CHEMBL726	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	52
CHEMBL129857	CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4	52
CHEMBL560993	CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3	52
CHEMBL1079935	CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F	52
CHEMBL518924	C1C[C@@H](C2=C(C1)C=CC=N2)N(CCCCN)CC3=NC4=CC=CC=C4N3	52
CHEMBL1094636	C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N	52
CHEMBL1171754	C1CC(C1)N2CCCN(CC2)C(=O)C3=CN=C(C=C3)OC4=CC=C(C=C4)F	52
CHEMBL1254025	CC1=CC=CC=C1C2=CC=C(C=C2)C(=O)N3C/C(=N\OC)/C[C@H]3CO	52
CHEMBL1201027	C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]	52
CHEMBL63857	C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	52
CHEMBL1525	CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C	52
CHEMBL1256958	CNC[C@@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	52
CHEMBL258405	C1C=C(NC(=O)N1C2=CC=CC=C2O)C3=CC(=CC=C3)[N+](=O)[O-]	52
CHEMBL1502	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC	52
CHEMBL15511	CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F	52
CHEMBL135400	CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl	52
CHEMBL295124	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC	52
CHEMBL1130	C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O	52
CHEMBL357995	CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3	52
CHEMBL1231124	CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F	52
CHEMBL566757	C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3	52
CHEMBL639	CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl	52
CHEMBL1230122	CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCOCC4	52
CHEMBL29609	CC1=CC(=CC(=C1OCCCC2=CC(=NO2)C)C)C3=NOC(=N3)C(F)(F)F	52
CHEMBL1914489	CC1=C(C2=C(C=CC=C2N1CC(=O)O)NC(=O)C)SC3=CC=C(C=C3)Cl	52
CHEMBL275707	C[C@@H]1CN(C[C@@H](N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42	52
CHEMBL2141296	B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O	52
CHEMBL487182	COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC	52
CHEMBL1450	C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O	52
CHEMBL2338329	CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3	52
CHEMBL1201284	C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F	52
CHEMBL28509	CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC	52
CHEMBL1480	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	52
CHEMBL2028019	CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl	52
CHEMBL1189679	C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5	52
CHEMBL1643	C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N	52
CHEMBL1684984	CS(=O)(=O)N1CCC2=C(N=C(N=C21)N3CCOCC3)C4=CN=C(N=C4)N	52
CHEMBL146095	C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl	52
CHEMBL3545241	CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C(C4=CC=C(C=C4)F)O	52
CHEMBL3544966	C1=CC2=NC=CC(=C2C=C1/C=C\3/C(=O)NC(=O)S3)C4=CC=NC=C4	52
CHEMBL3187723	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO	52
CHEMBL3545108	C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=C(C=CC(=C4)CCCNCCCO)Cl	52
CHEMBL1489	C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N	52
CHEMBL4297317	C[C@H]([C@@H](C1=NC2=C(N1)C=C(C=C2)C(C)(C)C)N)C(=O)N	52
CHEMBL513994	C1CN(CCC1NC2=C3C=C(SC3=NC=N2)Cl)CC4=CC(=C(C=C4)F)C#N	52
CHEMBL49442	C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCNCCO)NCCNCCO	52
CHEMBL2105450	C1=C(C=C(C(=C1NC(=O)C2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl)Cl	52
CHEMBL141305	CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C	52
CHEMBL3341939	C1=CC(=CC(=C1)O[C@H](C2=CC=C(C=C2)Cl)C(=O)O)C(F)(F)F	52
CHEMBL4560341	C[N+]12CCC(CC1)C(C2)OCC(C3CCCC3)(C4=CC=CC=C4)O.[Br-]	52
CHEMBL2107510	C1CN(CCN1CCNC(=O)C23CC4CC(C2)CC(C4)C3)C5=NC=CC=N5.Cl	52
CHEMBL4753043	C1=CC(=CC=C1CO)[C@@H](CN)C(=O)NC2=CC3=C(C=C2)C=NC=C3	52
CHEMBL1923234	C[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N	52
CHEMBL1201346	C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O	52
CHEMBL4594454	C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F.O.O.Cl	52
CHEMBL4650284	C1C2=CC3=C(C=C2NC(=O)N1CC4=CC=CC=C4)NN=C3C5=CC=NC=C5	52
CHEMBL4303611	C1=CC(=CC2=C1C=CC(=N2)/C=C/C(=O)C3=CC=NC=C3)C(F)(F)F	52
CHEMBL4297492	CCC[C@H](C)OC1=NC(=C2C(=N1)N(C(=O)N2)CCCCCN3CCCCC3)N	52
CHEMBL267930	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F	53
CHEMBL91	C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl	53
CHEMBL119	CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC	53
CHEMBL6	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	53
CHEMBL441765	CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl	53
CHEMBL659	CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O	53
CHEMBL490	C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4	53
CHEMBL197194	COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F	53
CHEMBL14762	CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3	53
CHEMBL209821	CC(=O)NC1=CC(=CC=C1)N2CCN(CC2)CCCCNS(=O)(=O)CC3CCCCC3	53
CHEMBL1466	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O	53
CHEMBL224060	CN1C2=C(C=CC(=C2)[C@H](C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1	53
CHEMBL495727	C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5	53
CHEMBL60889	CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N	53
CHEMBL1090089	CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC(CCO)CCO	53
CHEMBL45305	CC1=CN=C(C=C1)CNCC2(CCN(CC2)C(=O)C3=CC(=C(C=C3)F)Cl)F	53
CHEMBL1448	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	53
CHEMBL31	CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F	53
CHEMBL1505471	COC(=O)C1=C2C(=NC\3=C(N2)C(=O)C=C(/C3=C/O)O)C(=O)C=C1	53
CHEMBL47298	CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC	53
CHEMBL1131	CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC	53
CHEMBL1835919	C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)N3CCOC4=NC=NC(=C4C3=O)N	53
CHEMBL586702	C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5	53
CHEMBL2017974	C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4	53
CHEMBL253896	CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O)C	53
CHEMBL1201124	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O	53
CHEMBL17669	C1CC2=C(C=CC(=C2)CC3C(=O)NC(=O)S3)O[C@H]1CC4=CC=CC=C4	53
CHEMBL17045	CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4	53
CHEMBL1614701	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	53
CHEMBL2107430	C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4	53
CHEMBL2441929	C[C@@H]1CC[C@H]([C@@H](C1)C(=O)NC2=CC=C(C=C2)OC)C(C)C	53
CHEMBL2442750	CC1=C(C2=C(N1CC3=CC=C(C=C3)S(=O)(=O)C)N=CC=C2)CC(=O)O	53
CHEMBL3092650	C1CC(C1)N2CCC3=C(CC2)C=C(C=C3)OC4=NC=C(C=C4)N5CCCC5=O	53
CHEMBL3237547	C1CN(C(=O)N[C@@H]1O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F	53
CHEMBL3286580	C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F	53
CHEMBL2105759	CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3	53
CHEMBL2393130	CC1=CC(=CC(=C1OCCO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=O)N2	53
CHEMBL54349	CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl	53
CHEMBL1236107	CN1C=C(C=N1)C2=NN3C(=NN=C3SC4=CC5=C(C=C4)N=CC=C5)C=C2	53
CHEMBL3589904	CN1C(=CC=N1)C(=O)NC2=NC(=C(C=C2)C3=C(C=CC(=C3)OC)Cl)N	53
CHEMBL2105763	CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO	53
CHEMBL3087515	CC1=CC(=CC=C1)C#C[C@@]2(CCC[C@@H]3[C@H]2CCN3C(=O)OC)O	53
CHEMBL3679680	C1=CC(=C(C(=C1/C=C/C(=S)NCC2=CC(=C(C(=C2)O)O)O)Br)O)O	53
CHEMBL3545017	C1=CC(=CC=C1N(C2=CC=C(C=C2)F)C(=O)C3=CC(=C(C=C3)O)F)O	53
CHEMBL3813842	CC1(C2=NC3=C(N2CCO1)N=C(N=C3N4CCOCC4)C5=CN=C(N=C5)N)C	53
CHEMBL3931782	C1COCCN1C2=NC=NC(=C2)N3C(=C(C=N3)N4C=CN=N4)[O-].[Na+]	53
CHEMBL4084907	C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4	53
CHEMBL1483796	C1CN(CCC12NC(=O)CS2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl	53
CHEMBL3707394	CC(=O)N[C@H]1CC(=O)N(C1)C2=CC=C(C=C2)OCC3=CC(=CC=C3)F	53
CHEMBL2107455	CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3	53
CHEMBL4227736	CC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C(CN(C)C)C3(CCCCC3)O	53
CHEMBL4297644	CC1=C(C=NN1)C2=CC3=C(S2)C(=O)NC(=N3)[C@@H]4CC5CCN4CC5	53
CHEMBL1206690	CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C	53
CHEMBL4298140	CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)N)CCCCC3.Cl	53
CHEMBL583912	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	53
CHEMBL3544912	C1C[C@H](N[C@H]1C2=CC=C(C=C2)OCC3=CC=CC=C3F)C(=O)N.Cl	53
CHEMBL4650318	C[C@](CNC(=O)C1=C(C=C(C(=N1)OC)C(F)(F)F)N)(C(F)(F)F)O	53
CHEMBL3039520	CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F	53
CHEMBL4594428	COC1=CC(=C(C(=C1F)COC2=CN=C(N=C2)NC3=CN(N=C3)CCO)F)OC	53
CHEMBL3544988	C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O	53
CHEMBL280728	C1=CC(=CC(=C1)C(F)(F)F)/C(=N\OCCCCC(=O)O)/C2=CN=CC=C2	53
CHEMBL51	C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O	54
CHEMBL611	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC	54
CHEMBL311498	C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	54
